"sender","subject","keywords","has_url","has_attachment","timestamp","label"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","claim now","1","1","2024-11-09 14:07","phishing"
"unknown@suspicious.com","Security Alert: Suspicious Login","verify immediately","0","1","2024-08-04 01:29","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","verify immediately","0","0","2024-08-08 13:43","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","winner alert","0","0","2024-08-14 10:05","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","urgent security update","0","0","2024-04-25 08:47","phishing"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","urgent security update","0","0","2024-09-20 14:51","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","reset instructions","0","0","2025-03-09 20:20","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","crypto bonus","0","0","2024-09-24 01:11","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","urgent security update","1","0","2024-12-28 01:54","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","urgent security update","1","0","2024-12-12 06:12","phishing"
"info@outlook.com","Project Update from Team","update notification","0","1","2024-05-08 17:21","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","0","0","2025-02-01 23:53","phishing"
"info@outlook.com","Password Reset Confirmation","reset instructions","1","1","2025-03-04 01:37","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","winner alert","1","1","2025-01-01 23:50","phishing"
"info@outlook.com","Welcome to Our Service!","invoice details","0","1","2024-11-13 23:16","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","verify immediately","0","1","2024-03-30 15:52","phishing"
"support@linkedin.com","Password Reset Confirmation","reset instructions","1","0","2025-01-13 23:05","legitimate"
"support@linkedin.com","Project Update from Team","reset instructions","0","1","2024-08-17 15:34","legitimate"
"notifications@github.com","Meeting Reminder: 2 PM Today","invoice details","1","0","2024-10-01 00:46","legitimate"
"info@outlook.com","Your Monthly Statement","welcome message","0","0","2024-07-28 06:57","legitimate"
"team@trello.com","Welcome to Our Service!","team collaboration","1","1","2025-01-17 00:08","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","urgent security update","1","0","2025-02-16 07:43","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","win free prize","1","0","2024-08-03 07:24","phishing"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","verify immediately","1","1","2024-04-26 11:52","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","meeting agenda","1","1","2024-05-07 18:37","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","winner alert","1","0","2024-12-10 22:48","phishing"
"info@outlook.com","Password Reset Confirmation","team collaboration","1","1","2024-05-06 05:59","legitimate"
"notifications@github.com","Project Update from Team","invoice details","0","0","2024-09-26 09:52","legitimate"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","winner alert","0","1","2024-12-16 15:50","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","team collaboration","0","1","2024-11-10 11:34","legitimate"
"support@linkedin.com","Your Monthly Statement","reset instructions","0","0","2025-02-07 07:08","legitimate"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","crypto bonus","1","1","2024-05-12 12:00","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","winner alert","1","1","2025-01-10 21:43","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","meeting agenda","0","1","2024-09-21 15:20","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","welcome message","0","0","2024-10-08 17:05","legitimate"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","claim now","0","1","2024-10-29 22:02","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","crypto bonus","1","0","2024-12-22 17:52","phishing"
"john.doe@gmail.com","Password Reset Confirmation","update notification","1","1","2025-02-02 10:13","legitimate"
"support@linkedin.com","Password Reset Confirmation","team collaboration","1","1","2025-01-26 11:30","legitimate"
"support@linkedin.com","Password Reset Confirmation","invoice details","0","1","2024-08-04 11:41","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","crypto bonus","0","1","2024-06-16 00:03","phishing"
"info@outlook.com","Password Reset Confirmation","reset instructions","1","1","2024-04-15 02:27","legitimate"
"team@trello.com","Your Monthly Statement","meeting agenda","0","1","2024-12-26 19:38","legitimate"
"notifications@github.com","Meeting Reminder: 2 PM Today","team collaboration","0","1","2024-09-25 07:48","legitimate"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","crypto bonus","1","1","2024-08-04 10:36","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","claim now","1","0","2024-04-24 08:40","phishing"
"team@trello.com","Project Update from Team","invoice details","1","1","2024-06-21 12:06","legitimate"
"support@linkedin.com","Your Monthly Statement","welcome message","0","0","2024-10-02 15:14","legitimate"
"noreply@paypa1.com","Claim Your Prize Now!","crypto bonus","0","0","2024-12-07 10:34","phishing"
"john.doe@gmail.com","Your Monthly Statement","update notification","1","0","2024-10-11 09:52","legitimate"
"noreply@paypa1.com","Claim Your Prize Now!","winner alert","1","1","2024-11-10 18:43","phishing"
"support@amaz0n-deals.com","Claim Your Prize Now!","crypto bonus","0","0","2024-11-10 15:36","phishing"
"security@bank-alert.com","Claim Your Prize Now!","verify immediately","0","1","2024-07-27 06:18","phishing"
"john.doe@gmail.com","Project Update from Team","welcome message","0","0","2024-11-16 16:59","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","update notification","0","0","2024-05-01 04:08","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","winner alert","1","0","2024-11-24 10:34","phishing"
"support@linkedin.com","Password Reset Confirmation","welcome message","1","1","2024-11-23 04:01","legitimate"
"updates@google.com","Welcome to Our Service!","invoice details","0","1","2025-01-31 12:47","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","invoice details","0","1","2024-12-24 11:26","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","win free prize","1","0","2024-05-30 08:58","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","win free prize","0","0","2025-02-20 03:58","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","urgent security update","1","1","2024-07-12 17:30","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","verify immediately","1","1","2024-06-14 01:31","phishing"
"security@bank-alert.com","Urgent: Account Verification Required!","winner alert","1","0","2024-08-08 17:54","phishing"
"updates@google.com","Project Update from Team","team collaboration","1","1","2024-05-15 18:14","legitimate"
"noreply@paypa1.com","Urgent: Account Verification Required!","urgent security update","1","1","2024-12-14 15:49","phishing"
"updates@google.com","Your Monthly Statement","team collaboration","0","1","2025-02-05 19:44","legitimate"
"noreply@paypa1.com","Update Your Payment Info Immediately","crypto bonus","1","1","2025-02-26 08:02","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","urgent security update","0","0","2025-03-10 13:42","phishing"
"notifications@github.com","Project Update from Team","update notification","1","1","2024-12-28 12:46","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","win free prize","1","1","2024-10-01 19:14","phishing"
"support@linkedin.com","Welcome to Our Service!","meeting agenda","1","1","2024-03-20 00:10","legitimate"
"noreply@paypa1.com","Urgent: Account Verification Required!","winner alert","1","1","2024-04-18 17:33","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","winner alert","0","0","2024-03-30 15:37","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","team collaboration","1","1","2024-11-02 17:25","legitimate"
"team@trello.com","Project Update from Team","meeting agenda","0","1","2025-01-10 21:45","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","update notification","1","0","2024-08-27 12:40","legitimate"
"info@outlook.com","Your Monthly Statement","reset instructions","0","1","2024-09-11 09:09","legitimate"
"updates@google.com","Project Update from Team","welcome message","0","0","2024-10-23 06:03","legitimate"
"alerts@chasebankk.com","Security Alert: Suspicious Login","claim now","0","0","2024-10-25 15:51","phishing"
"support@linkedin.com","Your Monthly Statement","team collaboration","1","0","2024-06-24 07:03","legitimate"
"team@trello.com","Welcome to Our Service!","invoice details","1","0","2024-12-31 08:15","legitimate"
"noreply@paypa1.com","Urgent: Account Verification Required!","crypto bonus","0","0","2024-12-20 17:42","phishing"
"security@bank-alert.com","Update Your Payment Info Immediately","claim now","1","1","2024-10-01 08:29","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","crypto bonus","0","0","2024-11-03 13:23","phishing"
"info@outlook.com","Password Reset Confirmation","team collaboration","1","1","2024-08-10 03:49","legitimate"
"info@outlook.com","Meeting Reminder: 2 PM Today","update notification","0","1","2025-01-26 13:55","legitimate"
"security@bank-alert.com","You Won $1000 - Click to Redeem","claim now","0","0","2024-05-18 02:38","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","1","1","2024-09-23 18:52","phishing"
"support@linkedin.com","Meeting Reminder: 2 PM Today","update notification","1","0","2024-07-02 09:56","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","1","1","2024-08-22 06:40","phishing"
"team@trello.com","Password Reset Confirmation","welcome message","0","0","2024-08-20 00:02","legitimate"
"security@bank-alert.com","Security Alert: Suspicious Login","verify immediately","0","0","2025-02-19 07:49","phishing"
"notifications@github.com","Welcome to Our Service!","team collaboration","1","1","2024-11-28 05:23","legitimate"
"team@trello.com","Your Monthly Statement","team collaboration","0","0","2024-10-11 13:00","legitimate"
"updates@google.com","Project Update from Team","welcome message","0","0","2024-08-09 02:09","legitimate"
"team@trello.com","Your Monthly Statement","welcome message","1","0","2024-10-17 05:56","legitimate"
"team@trello.com","Password Reset Confirmation","meeting agenda","0","0","2024-09-15 17:19","legitimate"
"team@trello.com","Your Monthly Statement","update notification","1","1","2025-01-05 01:10","legitimate"
"support@linkedin.com","Password Reset Confirmation","reset instructions","1","0","2024-04-12 06:57","legitimate"
"updates@google.com","Project Update from Team","meeting agenda","0","0","2024-09-30 12:44","legitimate"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","claim now","0","0","2024-07-07 21:40","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","win free prize","0","1","2024-04-06 20:05","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","urgent security update","0","0","2024-10-20 21:02","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","verify immediately","0","1","2024-09-10 11:31","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","win free prize","0","1","2024-07-30 06:41","phishing"
"info@outlook.com","Password Reset Confirmation","invoice details","0","0","2025-01-26 22:56","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","winner alert","0","0","2024-11-25 07:43","phishing"
"info@outlook.com","Welcome to Our Service!","reset instructions","0","1","2024-08-06 23:27","legitimate"
"noreply@paypa1.com","Urgent: Account Verification Required!","urgent security update","1","0","2024-05-20 05:57","phishing"
"notifications@github.com","Welcome to Our Service!","team collaboration","0","1","2024-06-23 02:06","legitimate"
"john.doe@gmail.com","Your Monthly Statement","meeting agenda","1","0","2024-12-10 20:37","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","winner alert","0","1","2024-04-06 15:19","phishing"
"support@linkedin.com","Meeting Reminder: 2 PM Today","meeting agenda","0","0","2024-12-19 00:08","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","verify immediately","0","1","2024-10-13 13:54","phishing"
"support@linkedin.com","Meeting Reminder: 2 PM Today","meeting agenda","0","1","2024-10-17 07:44","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","verify immediately","0","1","2025-01-26 14:19","phishing"
"support@linkedin.com","Project Update from Team","reset instructions","0","1","2024-07-21 01:05","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","crypto bonus","0","0","2024-10-09 00:15","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","verify immediately","0","0","2024-05-15 10:24","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","reset instructions","0","1","2025-02-16 06:00","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","reset instructions","1","1","2025-02-15 07:41","legitimate"
