subject,body,label
Security Alert: Suspicious Login Detected,"Dear Gary,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.johnson-carlson.net/8747
Act now!
Fitzpatrick LLC Team",Phishing
Welcome to Smith Ltd!,"Dear Carol,
Your Google subscription renews on 2025-02-14. No action needed – you’re all set!
Best,
Smith Ltd Team",Legitimate
Security Alert: Suspicious Login Detected,"Dear James,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.lawrence-bass.biz/4351
Act now!
Hernandez-Jimenez Team",Phishing
Weekly Newsletter – 2025-02-14,"Hello Sarah,
Here’s the latest on our project. Next milestone is due 2025-02-14. Let me know if you have questions!
Regards,
Beth Jones",Legitimate
Team Meeting Tomorrow,"Hello Randall,
Here’s the latest on our project. Next milestone is due 2025-02-08. Let me know if you have questions!
Regards,
Stephen Fry",Legitimate
Team Meeting Tomorrow,"Hi Melissa,
Here’s your weekly update for 2025-02-17. Stay informed with Carrillo LLC news!
Thanks,
Carrillo LLC Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-19,"Hi Peter,
Here’s your weekly update for 2025-02-19. Stay informed with Cain LLC news!
Thanks,
Cain LLC Newsletter Team",Legitimate
Your Subscription Renewal,"Hi Sharon,
Just a reminder about our team meeting tomorrow at 22:14:06. Please prepare your updates.
Thanks,
Jack Nunez",Legitimate
Your Subscription Renewal,"Welcome Jonathan!
We’re excited to have you with Banks PLC. Explore your account here: http://verify.walsh.net/1868
Cheers,
Banks PLC Onboarding",Legitimate
Your Subscription Renewal,"Hi Donna,
Here’s your weekly update for 2025-02-16. Stay informed with Gates-West news!
Thanks,
Gates-West Newsletter Team",Legitimate
Password Reset Required Immediately,"Dear Charles,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.owens.com/8889
Act now!
Hawkins PLC Team",Phishing
Security Alert: Suspicious Login Detected,"Dear Brian,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.greene.com/2401
Act now!
Crawford-Morales Team",Phishing
Weekly Newsletter – 2025-02-23,"Hello Sarah,
Here’s the latest on our project. Next milestone is due 2025-02-23. Let me know if you have questions!
Regards,
Deborah Stafford",Legitimate
Welcome to Archer Inc!,"Hi Megan,
Here’s your weekly update for 2025-02-22. Stay informed with Archer Inc news!
Thanks,
Archer Inc Newsletter Team",Legitimate
Team Meeting Tomorrow,"Hi Michelle,
Just a reminder about our team meeting tomorrow at 09:21:52. Please prepare your updates.
Thanks,
Lauren Petersen",Legitimate
Security Alert: Suspicious Login Detected,"Hi Phillip,
Your Bank of America account password has expired. Reset it here: http://secure.gamble-wells.info/3800
This is urgent!
Thanks,
Erickson, Marshall and Washington Security",Phishing
Password Reset Required Immediately,"Dear Jonathan,
We detected unusual activity on your account. Click here to verify: http://claim.herman.com/8018
Failure to act within 24 hours will suspend your account.
Regards,
Logan Ltd Support",Phishing
Project Update: Next Steps,"Hello Regina,
Here’s the latest on our project. Next milestone is due 2025-02-08. Let me know if you have questions!
Regards,
Stephanie Johnson",Legitimate
Your Subscription Renewal,"Hello Peter,
Here’s the latest on our project. Next milestone is due 2025-02-04. Let me know if you have questions!
Regards,
Samantha Gonzalez",Legitimate
"You’ve Won $5,000 – Claim It Here!","Congratulations David!
You’ve won a $2854 gift card! Claim it now: http://secure.mitchell.org/2997
Hurry, offer expires soon!
Best,
Frederick PLC Rewards Team",Phishing
Your Payment Failed – Update Billing Info,"Hello Holly,
Your recent payment of $4511 failed. Update your details: http://secure.hall-moore.com/9254
Avoid service disruption!
Sincerely,
Vasquez-Trujillo Billing",Phishing
"Welcome to Shepard, Lynn and Miller!","Hi Dana,
Here’s your weekly update for 2025-02-11. Stay informed with Shepard, Lynn and Miller news!
Thanks,
Shepard, Lynn and Miller Newsletter Team",Legitimate
Project Update: Next Steps,"Dear Anna,
Your Google subscription renews on 2025-02-02. No action needed – you’re all set!
Best,
Ramsey Group Team",Legitimate
Security Alert: Suspicious Login Detected,"Hi James,
Your Netflix account password has expired. Reset it here: http://claim.brown.com/2689
This is urgent!
Thanks,
Williamson-Dennis Security",Phishing
Your Payment Failed – Update Billing Info,"Dear Kimberly,
We detected unusual activity on your account. Click here to verify: http://secure.bennett.biz/6207
Failure to act within 24 hours will suspend your account.
Regards,
Manning-Williams Support",Phishing
Weekly Newsletter – 2025-02-15,"Hi Roy,
Just a reminder about our team meeting tomorrow at 23:57:56. Please prepare your updates.
Thanks,
Robert Ross",Legitimate
Project Update: Next Steps,"Welcome Jeff!
We’re excited to have you with Dickson, Black and Fowler. Explore your account here: http://claim.perry.com/1311
Cheers,
Dickson, Black and Fowler Onboarding",Legitimate
Security Alert: Suspicious Login Detected,"Dear Lee,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.torres-sanchez.com/6558
Act now!
Rollins Ltd Team",Phishing
Your Payment Failed – Update Billing Info,"Congratulations Patrick!
You’ve won a $4288 gift card! Claim it now: http://verify.garcia.biz/1129
Hurry, offer expires soon!
Best,
Miller, Mckenzie and Robinson Rewards Team",Phishing
Your Subscription Renewal,"Hi Ryan,
Just a reminder about our team meeting tomorrow at 02:07:43. Please prepare your updates.
Thanks,
Yvonne Simon",Legitimate
Weekly Newsletter – 2025-02-11,"Dear Jennifer,
Your Amazon subscription renews on 2025-02-11. No action needed – you’re all set!
Best,
Salazar and Sons Team",Legitimate
Weekly Newsletter – 2025-02-08,"Hi George,
Here’s your weekly update for 2025-02-08. Stay informed with Dalton-Murphy news!
Thanks,
Dalton-Murphy Newsletter Team",Legitimate
Your Subscription Renewal,"Dear Amy,
Your Google subscription renews on 2025-02-22. No action needed – you’re all set!
Best,
Dominguez-Rivera Team",Legitimate
Welcome to Bird and Sons!,"Hi Stephanie,
Here’s your weekly update for 2025-02-08. Stay informed with Bird and Sons news!
Thanks,
Bird and Sons Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-22,"Hi Claire,
Here’s your weekly update for 2025-02-22. Stay informed with Rocha-Ewing news!
Thanks,
Rocha-Ewing Newsletter Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Hello Colleen,
Your recent payment of $3193 failed. Update your details: http://verify.harris-adams.com/7830
Avoid service disruption!
Sincerely,
Beard-Castillo Billing",Phishing
Password Reset Required Immediately,"Dear Angelica,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.lopez.com/8352
Act now!
Hall PLC Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Hi Alexandria,
Your PayPal account password has expired. Reset it here: http://verify.barnes.com/2103
This is urgent!
Thanks,
Berry-Combs Security",Phishing
Project Update: Next Steps,"Welcome Stacy!
We’re excited to have you with Perez-Chapman. Explore your account here: http://secure.freeman.com/1613
Cheers,
Perez-Chapman Onboarding",Legitimate
Password Reset Required Immediately,"Dear Brad,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.white-gutierrez.com/7677
Act now!
Haynes, Melton and Roberts Team",Phishing
Password Reset Required Immediately,"Dear Johnathan,
We detected unusual activity on your account. Click here to verify: http://verify.thompson-shepard.com/3143
Failure to act within 24 hours will suspend your account.
Regards,
Brown and Sons Support",Phishing
Team Meeting Tomorrow,"Hello Richard,
Here’s the latest on our project. Next milestone is due 2025-02-08. Let me know if you have questions!
Regards,
Jeremy Clark MD",Legitimate
Team Meeting Tomorrow,"Hello Patricia,
Here’s the latest on our project. Next milestone is due 2025-02-06. Let me know if you have questions!
Regards,
Mary Henderson",Legitimate
Weekly Newsletter – 2025-02-17,"Welcome Andrew!
We’re excited to have you with Gould Inc. Explore your account here: http://verify.foster.com/2830
Cheers,
Gould Inc Onboarding",Legitimate
Project Update: Next Steps,"Dear Jason,
Your Amazon subscription renews on 2025-02-07. No action needed – you’re all set!
Best,
Stanton, Drake and Brown Team",Legitimate
Project Update: Next Steps,"Hi Nicholas,
Just a reminder about our team meeting tomorrow at 03:10:41. Please prepare your updates.
Thanks,
Robert Vaughn",Legitimate
Your Subscription Renewal,"Welcome Jonathan!
We’re excited to have you with Gonzalez-Peck. Explore your account here: http://verify.logan-pineda.net/1480
Cheers,
Gonzalez-Peck Onboarding",Legitimate
"You’ve Won $5,000 – Claim It Here!","Congratulations Robert!
You’ve won a $3975 gift card! Claim it now: http://claim.soto.biz/7438
Hurry, offer expires soon!
Best,
Yu-Richard Rewards Team",Phishing
"Welcome to Cooper, Pugh and Smith!","Hello John,
Here’s the latest on our project. Next milestone is due 2025-02-03. Let me know if you have questions!
Regards,
Matthew Wilkins",Legitimate
Welcome to Luna-Hall!,"Welcome Jeremiah!
We’re excited to have you with Luna-Hall. Explore your account here: http://login.keller-morgan.com/4567
Cheers,
Luna-Hall Onboarding",Legitimate
Your Payment Failed – Update Billing Info,"Hi Heather,
Your PayPal account password has expired. Reset it here: http://secure.nolan-smith.com/1560
This is urgent!
Thanks,
Fisher, Scott and Thomas Security",Phishing
Weekly Newsletter – 2025-02-10,"Dear Kathryn,
Your Amazon subscription renews on 2025-02-10. No action needed – you’re all set!
Best,
Edwards-Harris Team",Legitimate
Security Alert: Suspicious Login Detected,"Hi John,
Your PayPal account password has expired. Reset it here: http://claim.flynn.com/7762
This is urgent!
Thanks,
Shepherd, Holmes and Figueroa Security",Phishing
Weekly Newsletter – 2025-02-12,"Hi Kathleen,
Just a reminder about our team meeting tomorrow at 23:04:06. Please prepare your updates.
Thanks,
Kevin Marquez",Legitimate
Urgent: Verify Your Account Now!,"Dear Victor,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.thomas.com/3242
Act now!
Ruiz-Lawrence Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Maureen!
You’ve won a $2573 gift card! Claim it now: http://claim.coleman.biz/3824
Hurry, offer expires soon!
Best,
Frost-Henry Rewards Team",Phishing
Your Payment Failed – Update Billing Info,"Hello Sarah,
Your recent payment of $1927 failed. Update your details: http://login.morgan.net/8043
Avoid service disruption!
Sincerely,
Smith-Mathews Billing",Phishing
Password Reset Required Immediately,"Hi Krystal,
Your Google account password has expired. Reset it here: http://verify.aguilar.info/8326
This is urgent!
Thanks,
Carter-Mcknight Security",Phishing
Weekly Newsletter – 2025-02-13,"Hi Chase,
Here’s your weekly update for 2025-02-13. Stay informed with Mills-Morales news!
Thanks,
Mills-Morales Newsletter Team",Legitimate
Security Alert: Suspicious Login Detected,"Hi Brett,
Your Bank of America account password has expired. Reset it here: http://verify.knight.com/8188
This is urgent!
Thanks,
Wilson and Sons Security",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Daniel,
Your recent payment of $2870 failed. Update your details: http://login.oneal-kelley.biz/4145
Avoid service disruption!
Sincerely,
Jones, Nichols and Perry Billing",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Gabrielle!
You’ve won a $2272 gift card! Claim it now: http://login.carter.biz/4813
Hurry, offer expires soon!
Best,
Richardson and Sons Rewards Team",Phishing
Team Meeting Tomorrow,"Hi Christina,
Here’s your weekly update for 2025-02-06. Stay informed with Young Inc news!
Thanks,
Young Inc Newsletter Team",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Kelly!
You’ve won a $113 gift card! Claim it now: http://verify.shea.com/5819
Hurry, offer expires soon!
Best,
Hoffman PLC Rewards Team",Phishing
Password Reset Required Immediately,"Hello Brandon,
Your recent payment of $2044 failed. Update your details: http://secure.davis.org/7411
Avoid service disruption!
Sincerely,
Chandler, Stout and Watson Billing",Phishing
Urgent: Verify Your Account Now!,"Dear Jessica,
We detected unusual activity on your account. Click here to verify: http://login.washington-harding.info/7089
Failure to act within 24 hours will suspend your account.
Regards,
May Ltd Support",Phishing
Project Update: Next Steps,"Dear Cheryl,
Your Netflix subscription renews on 2025-02-16. No action needed – you’re all set!
Best,
Ryan, Carter and Garcia Team",Legitimate
Weekly Newsletter – 2025-02-13,"Welcome Jake!
We’re excited to have you with Austin PLC. Explore your account here: http://secure.hill.com/8865
Cheers,
Austin PLC Onboarding",Legitimate
Team Meeting Tomorrow,"Welcome Michele!
We’re excited to have you with Allen-Mitchell. Explore your account here: http://claim.mcintyre.com/2041
Cheers,
Allen-Mitchell Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Hello Cindy,
Your recent payment of $2544 failed. Update your details: http://login.williams-wilson.com/5954
Avoid service disruption!
Sincerely,
Hunter, Thompson and Yu Billing",Phishing
Security Alert: Suspicious Login Detected,"Dear Ronald,
We detected unusual activity on your account. Click here to verify: http://claim.morris-costa.com/6264
Failure to act within 24 hours will suspend your account.
Regards,
Wells-Anderson Support",Phishing
